t,Fx,Fy,Fz
0.0804, 28.5702,0.3643,-42.4153
0.0813, 29.5759,0.3847,-31.9936
0.0821, 29.7210,0.3695,-26.5111
0.0829, 28.9681,0.3258,-30.5960
0.0838, 27.1438,0.3215,-43.2724
0.0846, 26.2560,-0.0554,-55.6450
0.0854, 26.7932,-0.0394,-59.3044
0.0863, 27.8355,-0.1014,-52.8163
0.0871, 28.5061,-0.2367,-44.9238
0.0879, 28.0665,-0.2975,-40.8218
0.0888, 28.0912,-0.3131,-39.6240
0.0896, 27.6650,-0.3436,-40.7621
0.0904, 26.7463,-0.2776,-46.4064
0.0913, 26.4859,-0.1821,-53.7021
0.0921, 26.5473,-0.0125,-55.6340
0.0929, 27.9895,-0.0960,-50.4913
0.0938, 29.1849,-0.0337,-39.7762
0.0946, 29.6665,0.1320,-29.6221
0.0954, 29.7071,0.1497,-26.6736
0.0963, 28.7107,0.1301,-30.9611
0.0971, 27.6095,-0.0291,-40.7327
0.0979, 26.0463,-0.0576,-52.2189
0.0988, 26.4168,-0.0118,-57.1241
0.0996, 27.3148,-0.1902,-52.5797
0.1004, 27.6368,-0.2002,-46.0469
0.1013, 28.1049,-0.0920,-41.4332
0.1021, 28.5192,-0.0312,-37.6676
0.1029, 28.5621,-0.0259,-38.4227
0.1038, 27.3952,0.0218,-44.4316
0.1046, 27.0290,-0.0111,-52.0409
0.1054, 27.6263,0.1987,-53.6726
0.1063, 29.0648,0.2111,-45.1885
0.1071, 29.9937,0.1564,-35.0716
0.1079, 29.1290,0.0442,-30.4935
0.1088, 29.0936,-0.0074,-29.9066
0.1096, 28.1975,-0.0018,-34.3881
0.1104, 26.5942,-0.0784,-44.2489
0.1113, 25.9635,-0.1538,-53.6609
0.1121, 25.8532,-0.0919,-54.6832
0.1129, 26.9732,-0.1867,-50.3722
0.1138, 27.1150,-0.1726,-46.4271
0.1146, 28.3304,-0.1575,-40.4532
0.1154, 29.2869,-0.1568,-34.9542
0.1163, 28.3163,-0.1056,-36.9989
0.1171, 27.5708,-0.1601,-44.2536
0.1179, 26.6156,-0.0219,-52.2885
0.1188, 27.2917,-0.0841,-55.7455
0.1196, 28.4624,-0.0426,-49.1458
0.1204, 28.7870,0.0716,-41.1504
0.1213, 29.2691,0.0732,-35.5443
0.1221, 28.9486,-0.0274,-32.3136
0.1229, 28.2428,0.0929,-34.1592
0.1238, 27.0130,0.0971,-41.2154
0.1246, 25.8517,0.0928,-51.7020
0.1254, 25.4027,0.1483,-58.5509
0.1263, 25.9294,0.2589,-57.4686
0.1271, 27.8377,0.1404,-48.2468
0.1279, 29.3674,-0.0590,-35.5869
0.1288, 29.5204,-0.0314,-29.7711
0.1296, 28.7585,-0.0225,-30.6445
0.1304, 27.9289,-0.1195,-38.5852
0.1313, 26.9387,-0.1377,-50.2146
0.1321, 26.3970,-0.0669,-57.5258
0.1329, 26.8067,-0.0831,-58.8998
0.1338, 28.2505,-0.1256,-51.0094
0.1346, 30.1336,-0.1160,-37.1404
0.1354, 30.0471,0.0066,-27.7150
0.1363, 29.3198,0.0034,-25.9292
0.1371, 28.7068,0.0950,-31.9882
0.1379, 26.6215,0.1781,-43.5335
0.1388, 25.6636,0.1115,-55.8373
0.1396, 25.7565,0.1371,-58.3256
0.1404, 26.9285,0.0616,-52.1151
0.1413, 28.9787,0.0659,-40.3948
0.1421, 29.8589,0.1257,-26.8985
0.1429, 30.1645,0.1051,-22.3449
0.1438, 28.6714,-0.0438,-28.8919
0.1446, 27.2926,-0.0777,-41.9940
0.1454, 26.1983,-0.1902,-54.8527
0.1463, 26.4429,-0.2566,-58.2451
0.1471, 27.7957,-0.2636,-51.9306
0.1479, 28.4610,-0.2530,-42.3828
0.1488, 29.2385,-0.1679,-34.0133
0.1496, 29.4175,-0.1226,-27.8077
0.1504, 29.0412,-0.1864,-29.4048
0.1513, 27.5492,0.0398,-38.9989
0.1521, 26.0218,0.1340,-50.7342
0.1529, 26.0996,0.1604,-57.8195
0.1538, 27.5226,0.2194,-51.9511
0.1546, 29.4670,0.1552,-38.1389
0.1554, 29.6781,0.1834,-28.2835
0.1563, 29.6297,-0.0154,-24.0988
0.1571, 29.0517,-0.0771,-28.0133
0.1579, 27.4690,-0.0760,-38.6013
0.1588, 26.4195,-0.1405,-51.0655
0.1596, 25.6911,-0.1684,-58.8914
0.1604, 26.9108,-0.1936,-56.6969
0.1613, 29.1618,0.0824,-43.6298
0.1621, 30.2240,0.1141,-28.2356
0.1629, 31.1480,0.1479,-19.4192
0.1638, 30.2354,0.2357,-19.5816
0.1646, 29.4488,0.2882,-28.9944
0.1654, 27.7364,0.2757,-40.8737
0.1663, 26.0596,0.1159,-51.2801
0.1671, 26.8149,0.1100,-52.5514
0.1679, 28.1339,0.1198,-42.1383
0.1688, 29.6117,-0.2177,-28.8761
0.1696, 29.6524,-0.2882,-20.2768
0.1704, 29.3833,-0.2248,-20.2243
0.1713, 28.6365,-0.2645,-27.0641
0.1721, 26.8263,-0.2962,-38.6602
0.1729, 25.6138,-0.3156,-51.2703
0.1738, 26.1322,-0.0866,-54.3762
0.1746, 27.7525,-0.0240,-46.5906
0.1754, 29.1545,-0.0233,-33.8004
0.1763, 29.8569,0.2977,-24.1371
0.1771, 29.9099,0.3274,-22.4234
0.1779, 28.9229,0.3671,-27.4265
0.1788, 27.2419,0.2151,-39.1427
0.1796, 25.5734,0.2242,-53.0359
0.1804, 26.2066,0.1304,-57.1269
0.1812, 27.3626,-0.3366,-49.2034
0.1821, 28.2137,-0.2301,-38.1543
0.1829, 29.1961,-0.3072,-29.8504
0.1837, 29.3546,-0.4331,-23.8530
0.1846, 28.7553,-0.3997,-26.8644
0.1854, 27.2214,-0.4476,-38.1841
0.1862, 25.8610,-0.0792,-51.1112
0.1871, 25.7347,-0.0169,-59.3663
0.1879, 26.6159,-0.0216,-56.2995
0.1888, 28.3293,-0.0137,-45.8848
0.1896, 29.9209,0.4047,-33.8230
0.1904, 30.5906,0.4343,-25.3657
0.1913, 29.3463,0.3401,-26.9172
0.1921, 27.9995,0.2656,-37.0586
0.1929, 26.6320,0.3789,-49.8438
0.1938, 25.9020,0.3558,-58.0619
0.1946, 26.4334,-0.0347,-57.4250
0.1954, 27.6728,0.0161,-48.6873
0.1963, 29.1563,0.0352,-36.4485
0.1971, 29.8307,-0.2533,-26.5093
0.1979, 29.4375,-0.3018,-22.0450
0.1988, 28.4739,-0.1945,-29.5111
0.1996, 26.9350,-0.3482,-43.7278
0.2004, 25.5894,-0.2946,-57.9514
0.2013, 25.9158,-0.2361,-61.8390
0.2021, 28.2530,-0.0917,-51.9719
0.2029, 30.3429,-0.1494,-36.1278
0.2038, 30.6296,-0.1091,-24.0366
0.2046, 30.4587,0.1171,-20.8075
0.2054, 28.8100,0.0301,-28.2448
0.2063, 27.3083,-0.0138,-43.4006
0.2071, 25.7019,0.0896,-57.8053
0.2079, 26.0315,0.1175,-60.5130
0.2088, 28.1936,0.1508,-50.2079
0.2096, 29.2922,0.0242,-34.6250
0.2104, 30.0842,0.0608,-23.5233
0.2113, 30.0215,0.0004,-18.5135
0.2121, 29.1526,-0.2260,-22.2887
0.2129, 28.0742,-0.2095,-34.8877
0.2138, 26.0792,-0.2104,-48.8419
0.2146, 26.3733,-0.3445,-55.6114
0.2154, 27.3391,-0.3743,-49.8372
0.2163, 28.6793,-0.3473,-39.4896
0.2171, 29.8146,-0.0369,-29.7545
0.2179, 29.7433,0.0509,-23.8477
0.2188, 29.6478,0.0145,-26.0490
0.2196, 28.1075,0.2590,-35.3961
0.2204, 26.3767,0.2310,-49.3693
0.2213, 25.4038,0.3286,-59.3756
0.2221, 26.4591,0.3102,-56.2441
0.2229, 28.5738,0.2725,-43.3522
0.2238, 29.6042,0.2472,-30.1607
0.2246, 30.0923,-0.0478,-21.5625
0.2254, 29.7104,-0.0713,-20.0737
0.2263, 28.8685,-0.0278,-28.4855
0.2271, 27.3442,-0.2798,-40.8534
0.2279, 25.8802,-0.2511,-52.3588
0.2288, 26.5193,-0.2490,-54.2836
0.2296, 27.3651,-0.2048,-46.2480
0.2304, 29.5678,-0.1779,-32.9791
0.2313, 30.0056,-0.1543,-21.7669
0.2321, 29.8955,-0.0991,-20.2501
0.2329, 29.2351,0.0386,-27.9217
0.2338, 27.3018,0.0308,-40.8611
0.2346, 25.9172,0.1071,-55.4438
0.2354, 26.0448,0.2314,-59.9311
0.2363, 27.9374,0.1332,-50.5515
0.2371, 29.8052,0.1526,-34.3494
0.2379, 30.2628,-0.0476,-21.0917
0.2388, 29.9800,-0.0877,-18.1521
0.2396, 28.8692,-0.0572,-24.8541
0.2404, 27.4089,-0.1906,-37.8384
0.2413, 25.3274,-0.2577,-53.2062
0.2421, 25.7690,-0.2205,-59.5193
0.2429, 27.6204,-0.1683,-50.7301
0.2438, 28.5811,-0.2139,-37.3029
0.2446, 29.3259,-0.2832,-28.6784
0.2454, 29.5953,-0.0661,-24.2201
0.2463, 29.1161,-0.0616,-27.3247
0.2471, 27.5993,-0.0940,-38.4731
0.2479, 25.9009,0.1808,-52.8599
0.2488, 25.9909,0.2235,-60.8661
0.2496, 27.4246,0.1115,-54.5319
