0.0004,2.0227,-0.9066
0.0013,0.5866,4.9339
0.0021,-0.9262,4.1267
0.0029,-3.6845,6.6083
0.0038,4.4648,3.6310
0.0046,-1.8865,4.8564
0.0054,1.5587,4.1983
0.0063,0.7520,4.4281
0.0071,1.3953,4.2366
0.0079,2.0160,4.2900
0.0088,0.5945,4.6216
0.0096,1.6657,4.2002
0.0104,1.1269,4.0995
0.0113,1.2240,3.8327
0.0121,1.0973,3.2981
0.0129,1.0232,2.6738
0.0138,1.3093,2.1428
0.0146,1.0948,1.8919
0.0154,1.2346,1.9321
0.0163,1.2270,2.4766
0.0171,1.3585,3.2099
0.0179,1.4170,3.1065
0.0188,1.3144,1.7961
0.0196,1.4757,1.0793
0.0204,1.3472,0.9960
0.0213,1.3043,1.0981
0.0221,1.2760,1.7407
0.0229,1.3159,2.1866
0.0238,1.3226,1.9037
0.0246,1.2342,1.1832
0.0254,1.3045,0.8298
0.0263,1.2502,0.8449
0.0271,1.2405,0.8574
0.0279,1.1963,0.9054
0.0288,1.1368,0.7504
0.0296,1.1476,0.3446
0.0304,1.1364,0.1218
0.0313,1.2027,0.1164
0.0321,1.2183,0.1809
0.0329,1.2144,0.2478
0.0338,1.1876,0.0932
0.0346,1.1066,-0.3113
0.0354,1.1451,-0.6389
0.0363,1.1636,-0.6654
0.0371,1.1816,-0.6127
0.0379,1.1765,-0.5693
0.0388,1.1182,-0.6429
0.0396,1.1006,-0.9082
0.0404,1.1283,-0.9287
0.0413,1.1855,-0.7570
0.0421,1.1837,-0.7589
0.0429,1.1666,-0.8884
0.0438,1.1464,-1.0874
0.0446,1.1049,-1.3607
0.0454,1.1543,-1.3712
0.0463,1.1886,-1.1797
0.0471,1.2009,-1.0795
0.0479,1.1814,-1.1266
0.0488,1.1057,-1.4204
0.0496,1.0778,-1.7669
0.0504,1.0947,-1.8316
0.0513,1.0922,-1.7694
0.0521,1.0650,-1.8919
0.0529,1.0475,-2.1101
0.0538,1.0909,-2.0221
0.0546,1.1178,-1.7529
0.0554,1.1323,-1.6026
0.0563,1.1312,-1.6018
0.0571,1.0927,-1.8578
0.0579,1.0596,-2.2210
0.0588,1.1104,-2.2692
0.0596,1.1798,-1.9409
0.0604,1.1959,-1.5644
0.0612,1.1720,-1.4837
0.0621,1.1208,-1.6701
0.0629,1.0728,-2.0946
0.0638,1.0834,-2.3301
0.0646,1.0746,-2.3239
0.0654,1.0605,-2.3939
0.0663,1.0670,-2.3506
0.0671,1.1217,-1.9607
0.0679,1.1391,-1.5976
0.0688,1.1534,-1.4478
0.0696,1.1335,-1.6016
0.0704,1.0623,-2.0901
0.0713,1.0374,-2.5471
0.0721,1.0946,-2.5022
0.0729,1.1756,-2.0164
0.0738,1.1933,-1.5550
0.0746,1.1613,-1.4815
0.0754,1.1249,-1.6487
0.0763,1.0743,-1.9887
0.0771,1.0407,-2.3379
0.0779,1.0214,-2.5172
0.0788,1.0441,-2.5591
0.0796,1.1015,-2.2527
0.0804,1.1517,-1.7099
0.0813,1.1923,-1.2897
0.0821,1.1981,-1.0687
0.0829,1.1678,-1.2334
0.0838,1.0942,-1.7444
0.0846,1.0584,-2.2432
0.0854,1.0801,-2.3907
0.0863,1.1221,-2.1292
0.0871,1.1492,-1.8110
0.0879,1.1314,-1.6456
0.0888,1.1324,-1.5973
0.0896,1.1152,-1.6432
0.0904,1.0782,-1.8708
0.0913,1.0677,-2.1649
0.0921,1.0702,-2.2427
0.0929,1.1283,-2.0354
0.0938,1.1765,-1.6035
0.0946,1.1959,-1.1941
0.0954,1.1976,-1.0753
0.0963,1.1574,-1.2481
0.0971,1.1130,-1.6420
0.0979,1.0500,-2.1051
0.0988,1.0649,-2.3028
0.0996,1.1011,-2.1196
0.1004,1.1141,-1.8563
0.1013,1.1330,-1.6703
0.1021,1.1497,-1.5185
0.1029,1.1514,-1.5489
0.1038,1.1044,-1.7911
0.1046,1.0896,-2.0979
0.1054,1.1137,-2.1637
0.1063,1.1717,-1.8217
0.1071,1.2091,-1.4138
0.1079,1.1743,-1.2293
0.1088,1.1728,-1.2056
0.1096,1.1367,-1.3863
0.1104,1.0721,-1.7838
0.1113,1.0467,-2.1632
0.1121,1.0422,-2.2044
0.1129,1.0874,-2.0306
0.1138,1.0931,-1.8716
0.1146,1.1421,-1.6308
0.1154,1.1806,-1.4091
0.1163,1.1415,-1.4915
0.1171,1.1114,-1.7840
0.1179,1.0729,-2.1079
0.1188,1.1002,-2.2472
0.1196,1.1474,-1.9812
0.1204,1.1605,-1.6589
0.1213,1.1799,-1.4329
0.1221,1.1670,-1.3026
0.1229,1.1385,-1.3770
0.1238,1.0890,-1.6615
0.1246,1.0421,-2.0842
0.1254,1.0240,-2.3603
0.1263,1.0453,-2.3167
0.1271,1.1222,-1.9449
0.1279,1.1839,-1.4346
0.1288,1.1900,-1.2001
0.1296,1.1593,-1.2354
0.1304,1.1259,-1.5555
0.1313,1.0860,-2.0243
0.1321,1.0641,-2.3190
0.1329,1.0806,-2.3744
0.1338,1.1388,-2.0563
0.1346,1.2148,-1.4972
0.1354,1.2113,-1.1173
0.1363,1.1820,-1.0453
0.1371,1.1572,-1.2895
0.1379,1.0732,-1.7549
0.1388,1.0346,-2.2509
0.1396,1.0383,-2.3512
0.1404,1.0856,-2.1009
0.1413,1.1682,-1.6284
0.1421,1.2037,-1.0843
0.1429,1.2160,-0.9008
0.1438,1.1558,-1.1647
0.1446,1.1002,-1.6929
0.1454,1.0561,-2.2112
0.1463,1.0660,-2.3480
0.1471,1.1205,-2.0934
0.1479,1.1473,-1.7086
0.1488,1.1787,-1.3712
0.1496,1.1859,-1.1210
0.1504,1.1707,-1.1854
0.1513,1.1106,-1.5721
0.1521,1.0490,-2.0452
0.1529,1.0521,-2.3308
0.1538,1.1095,-2.0943
0.1546,1.1879,-1.5375
0.1554,1.1964,-1.1402
0.1563,1.1944,-0.9715
0.1571,1.1711,-1.1293
0.1579,1.1073,-1.5561
0.1588,1.0650,-2.0586
0.1596,1.0357,-2.3741
0.1604,1.0848,-2.2856
0.1613,1.1756,-1.7588
0.1621,1.2184,-1.1382
0.1629,1.2557,-0.7828
0.1638,1.2189,-0.7894
0.1646,1.1872,-1.1688
0.1654,1.1181,-1.6477
0.1663,1.0505,-2.0672
0.1671,1.0810,-2.1185
0.1679,1.1341,-1.6987
0.1688,1.1937,-1.1641
0.1696,1.1954,-0.8174
0.1704,1.1845,-0.8153
0.1713,1.1544,-1.0910
0.1721,1.0814,-1.5585
0.1729,1.0326,-2.0668
0.1738,1.0535,-2.1920
0.1746,1.1188,-1.8782
0.1754,1.1753,-1.3626
0.1763,1.2036,-0.9730
0.1771,1.2057,-0.9039
0.1779,1.1660,-1.1056
0.1788,1.0982,-1.5779
0.1796,1.0309,-2.1380
0.1804,1.0565,-2.3029
0.1812,1.1031,-1.9835
0.1821,1.1374,-1.5381
0.1829,1.1770,-1.2033
0.1837,1.1834,-0.9616
0.1846,1.1592,-1.0830
0.1854,1.0974,-1.5393
0.1862,1.0425,-2.0604
0.1871,1.0374,-2.3932
0.1879,1.0729,-2.2696
0.1888,1.1420,-1.8497
0.1896,1.2062,-1.3635
0.1904,1.2332,-1.0226
0.1913,1.1830,-1.0851
0.1921,1.1287,-1.4939
0.1929,1.0736,-2.0093
0.1938,1.0442,-2.3406
0.1946,1.0656,-2.3149
0.1954,1.1156,-1.9627
0.1963,1.1754,-1.4693
0.1971,1.2025,-1.0687
0.1979,1.1867,-0.8887
0.1988,1.1479,-1.1897
0.1996,1.0858,-1.7628
0.2004,1.0316,-2.3362
0.2013,1.0447,-2.4929
0.2021,1.1389,-2.0951
0.2029,1.2232,-1.4564
0.2038,1.2348,-0.9690
0.2046,1.2279,-0.8388
0.2054,1.1614,-1.1386
0.2063,1.1009,-1.7496
0.2071,1.0361,-2.3303
0.2079,1.0494,-2.4394
0.2088,1.1366,-2.0240
0.2096,1.1808,-1.3958
0.2104,1.2128,-0.9483
0.2113,1.2102,-0.7463
0.2121,1.1752,-0.8985
0.2129,1.1317,-1.4064
0.2138,1.0513,-1.9689
0.2146,1.0632,-2.2418
0.2154,1.1021,-2.0091
0.2163,1.1561,-1.5919
0.2171,1.2019,-1.1995
0.2179,1.1990,-0.9614
0.2188,1.1952,-1.0501
0.2196,1.1331,-1.4269
0.2204,1.0633,-1.9902
0.2213,1.0241,-2.3936
0.2221,1.0666,-2.2673
0.2229,1.1519,-1.7476
0.2238,1.1934,-1.2158
0.2246,1.2131,-0.8692
0.2254,1.1977,-0.8092
0.2263,1.1638,-1.1483
0.2271,1.1023,-1.6469
0.2279,1.0433,-2.1107
0.2288,1.0691,-2.1883
0.2296,1.1032,-1.8644
0.2304,1.1920,-1.3295
0.2313,1.2096,-0.8775
0.2321,1.2052,-0.8163
0.2329,1.1785,-1.1256
0.2338,1.1006,-1.6472
0.2346,1.0448,-2.2351
0.2354,1.0499,-2.4160
0.2363,1.1262,-2.0379
0.2371,1.2015,-1.3847
0.2379,1.2200,-0.8503
0.2388,1.2086,-0.7318
0.2396,1.1638,-1.0019
0.2404,1.1049,-1.5254
0.2413,1.0210,-2.1449
0.2421,1.0388,-2.3994
0.2429,1.1134,-2.0451
0.2438,1.1522,-1.5038
0.2446,1.1822,-1.1561
0.2454,1.1931,-0.9764
0.2463,1.1737,-1.1015
0.2471,1.1126,-1.5509
0.2479,1.0441,-2.1309
0.2488,1.0478,-2.4537
0.2496,1.1056,-2.1983
