t,Fx,Fy,Fz
24315,28.0405,3.5298,-48.8416
24466,27.5390,-4.2875,-48.4369
24617,27.5084,5.2661,-48.5143
24767,28.4021,-4.7553,-47.0431
24918,28.4944,4.8599,-44.1568
25068,28.3006,-5.2550,-46.9984
25219,27.0224,4.6088,-53.7008
25369,27.0634,-5.5428,-55.5590
25520,28.1776,4.9269,-48.8991
25670,29.2812,-5.3526,-37.3268
25821,29.2823,5.3869,-32.6503
25972,29.6029,-3.6330,-34.4323
26122,28.1726,5.3751,-42.1295
26273,27.2469,-3.5917,-52.2757
26423,27.2440,4.9373,-57.0387
26574,27.4565,-3.9224,-55.3031
26724,27.5886,4.2473,-53.1648
26875,27.8287,-3.9664,-50.4773
27025,29.2654,3.8848,-39.2008
27176,29.9226,-3.5304,-30.4496
27327,29.3290,1.5097,-31.8494
27477,28.2892,-2.5517,-38.9199
27628,26.9105,1.4307,-50.3062
27778,26.2201,-1.7575,-58.0223
27929,27.3354,0.8784,-54.4552
28079,28.9905,-1.6315,-45.7335
28230,29.4429,-0.0961,-38.2212
28380,29.8057,-1.8532,-35.5247
28531,28.8699,-0.6687,-38.5279
28682,27.3769,1.7485,-47.2563
28832,26.6548,-1.0924,-54.9948
28983,26.2743,2.5698,-60.2087
29133,26.7246,-0.9475,-57.3930
29284,29.6853,3.2443,-43.1700
29434,29.8609,-0.6734,-30.0994
29585,30.4629,3.4587,-26.0021
29735,30.3131,-0.9496,-28.4719
29886,29.1463,2.9872,-37.3748
30037,27.3560,-4.3846,-50.7638
30187,27.0062,2.7192,-59.6378
30338,26.9788,-4.5230,-58.4681
30488,28.7537,2.8816,-49.1401
30639,29.8806,-4.1952,-36.7726
30789,30.0728,3.4700,-29.0287
30940,29.9772,-3.7180,-30.2533
31090,28.8423,3.7716,-38.0922
31241,27.3408,-3.5582,-49.4838
31392,26.2285,3.8782,-58.4958
31542,26.7509,-3.8251,-57.4694
31693,27.7146,3.3131,-48.0750
31843,29.6044,-4.2963,-35.7487
31994,30.1966,3.1011,-23.9808
32144,30.9783,-4.3575,-19.5491
32295,30.3147,2.8800,-25.1628
32445,28.8127,-3.9338,-37.0233
32596,27.4064,3.0182,-49.4393
32747,26.5228,-1.0254,-56.3265
32897,27.3595,2.9002,-50.4369
33048,28.9781,-0.7692,-38.0405
33198,29.6651,2.5513,-28.1721
33349,30.0431,-0.8535,-23.9040
33499,29.6804,1.6760,-28.6280
33650,28.0736,-0.7270,-39.2654
33800,26.4597,0.8567,-51.1745
33951,26.2094,-0.1803,-57.4992
34102,27.4121,-1.5183,-51.3802
34252,29.4601,0.5804,-38.0181
34403,30.5782,-1.3885,-24.5547
34553,30.7546,1.2600,-19.3540
34704,30.8787,-1.6813,-21.8324
34854,29.4161,1.6413,-32.4219
35005,27.6161,-2.1684,-45.3458
35155,26.5931,1.7666,-54.6959
35306,26.5405,-2.9581,-54.3512
35457,27.7300,2.5882,-44.4635
35607,29.8809,-3.1867,-30.7469
35758,30.2997,2.9850,-20.7307
35908,30.3737,-2.9021,-22.1309
36059,29.0772,3.3044,-32.1020
36209,26.7457,-2.3756,-46.3715
36360,25.7254,3.1524,-58.0488
36510,26.1294,-2.2401,-57.2235
36661,28.3632,2.8591,-44.2532
36812,29.7449,-2.0860,-29.6717
36962,30.3212,2.1098,-19.7355
37113,30.6147,-1.9905,-17.0740
37263,30.4554,1.6556,-23.2190
37414,28.7842,-1.2794,-34.3737
37564,27.0620,1.4789,-46.5899
37715,26.4013,-0.3609,-53.3562
37865,27.2968,1.6702,-46.2573
38016,29.0728,0.2483,-33.9317
38167,30.5348,-0.2969,-22.2059
38317,30.6539,0.3228,-17.7215
38468,30.3214,-1.1383,-24.4635
38618,28.6597,0.1960,-35.9232
38769,26.6810,-1.8328,-48.2455
38919,26.3089,0.3200,-55.0703
39070,26.6258,-2.0176,-51.5028
39221,28.8701,2.4810,-38.0890
39371,29.9246,-1.8365,-24.1727
39522,30.2148,2.8548,-19.2359
39672,30.5014,-1.5101,-22.3154
39823,29.9777,2.7094,-30.3678
39973,28.0710,-1.7198,-40.5481
40124,26.7968,2.1914,-50.1210
40274,26.8518,-2.1812,-50.7356
40425,28.8888,1.9534,-38.5671
40576,30.1213,-2.1748,-26.1969
40726,30.4045,1.8284,-20.7104
40877,29.9020,-1.6242,-23.1353
41027,29.4192,2.0381,-30.8559
41178,27.1769,-0.9133,-42.6874
41328,26.1772,2.2001,-54.0544
41479,26.8275,-0.5136,-54.0452
41629,28.0155,2.1418,-44.8392
41780,28.9320,-0.7349,-36.4768
41931,29.3929,-0.3555,-31.2191
42081,29.7016,-1.0049,-28.6330
42232,29.3881,-0.6716,-33.1453
42382,27.5903,-0.8871,-43.4261
42533,25.7436,-0.5513,-55.4598
42683,26.7901,-0.3609,-57.6754
42834,28.5096,-0.3212,-45.5734
42984,29.6930,-0.1002,-34.0664
43135,29.5387,-0.3181,-29.2115
43286,29.5227,1.6472,-29.0177
43436,29.3937,-0.6252,-34.3017
43587,28.3782,1.3306,-44.5122
43737,26.3891,-1.1652,-56.2045
43888,26.6415,1.3130,-60.5914
44038,27.1226,-1.4589,-54.9428
44189,28.4824,1.5582,-44.6927
44339,30.0877,-1.3490,-32.1877
44490,30.2331,2.0179,-25.2745
44641,29.9695,-1.7657,-27.6950
44791,29.0779,2.1225,-37.5801
44942,27.0931,-1.9164,-50.2894
45092,26.3225,2.0772,-59.4510
